age,gender,location,account_type,login_frequency,transaction_count,avg_transaction_amount,total_spent,customer_service_interaction_count,churn,registration_date_year,registration_date_month,registration_date_day
26,female,marquezland,savings,8,279,398.23,111106.17,10,0,2023,10,28
49,female,stanleyfurt,checking,20,408,234.81,95802.48,4,0,2023,5,18
43,male,calvinville,savings,30,98,899.32,88133.36,3,0,2021,12,18
51,female,robintown,loan,25,387,284.83,110229.21,9,1,2020,2,11
54,male,new jessica,savings,9,422,361.41,152515.02,8,1,2024,4,27
37,female,middletonstad,checking,6,158,551.29,87103.82,3,0,2021,3,8
27,female,nancyfort,checking,29,185,46.96,8687.6,0,1,2020,7,9
32,female,east david,loan,16,271,965.65,261691.15,10,0,2021,9,3
36,female,zamoramouth,savings,19,292,614.48,179428.16,3,1,2022,8,10
18,female,karastad,loan,27,91,785.12,71445.92,1,0,2021,8,8
60,male,ramosshire,loan,16,116,703.26,81578.16,8,1,2024,5,19
18,male,west hayleyfurt,savings,28,489,211.67,103506.63,4,0,2024,3,9
18,male,kevinstad,checking,22,442,26.46,11695.32,9,0,2025,7,18
29,male,donnaburgh,savings,2,52,156.46,8135.92,5,0,2022,12,10
68,female,ericaview,savings,28,287,86.41,24799.67,8,0,2023,5,22
70,female,new christopherberg,savings,23,26,905.76,23549.76,10,0,2023,5,29
50,female,williamsfurt,savings,7,136,629.94,85671.84,10,0,2022,10,11
70,female,emilyport,loan,23,164,405.9,66567.6,6,1,2020,6,13
49,female,davidmouth,savings,12,239,829.16,198169.24,5,0,2023,9,14
56,male,port sarahview,checking,23,493,402.7,198531.1,7,1,2020,2,9
57,female,parkerfort,savings,13,206,804.94,165817.64,4,1,2023,2,5
35,female,benjaminview,savings,26,431,44.19,19045.89,7,1,2020,10,16
39,female,lake henryfurt,savings,12,456,130.13,59339.28,7,1,2025,6,7
67,male,thomasfurt,savings,21,295,733.55,216397.25,2,0,2021,2,13
62,female,new paulchester,checking,25,318,346.06,110047.08,3,1,2023,11,8
55,female,dawnport,savings,3,379,656.24,248714.96,4,0,2024,2,7
48,female,west shawn,savings,13,468,422.75,197847.0,5,1,2023,5,25
33,female,east joshuaton,checking,21,65,913.76,59394.4,5,1,2022,1,27
59,male,new williamchester,loan,23,106,618.26,65535.56,7,1,2020,3,31
50,female,garciaborough,checking,12,302,606.37,183123.74,6,1,2020,1,28
56,female,east jennifer,savings,24,453,95.5,43261.5,4,1,2024,9,25
24,male,rodriguezmouth,loan,21,440,353.3,155452.0,4,1,2022,12,19
23,female,west colleen,savings,5,454,181.64,82464.56,6,0,2021,8,22
43,male,port stephanie,loan,20,242,204.61,49515.62,6,1,2021,6,10
55,female,west michaeltown,savings,28,468,644.26,301513.68,9,0,2024,10,28
69,female,port davidstad,loan,29,322,61.0,19642.0,1,1,2024,1,4
55,female,port terri,checking,19,452,610.69,276031.88,7,1,2023,3,9
24,male,tannerside,loan,10,11,394.87,4343.57,3,1,2023,5,10
50,female,south joseph,savings,24,104,598.4,62233.6,3,0,2020,5,11
63,male,south morgan,savings,23,229,242.01,55420.29,9,1,2025,6,10
65,female,west bruceport,savings,7,454,135.22,61389.88,8,1,2022,6,25
36,male,butlerfort,checking,10,267,389.06,103879.02,6,1,2023,7,19
70,female,knightville,checking,23,277,997.71,276365.67,9,1,2023,7,9
66,female,torresmouth,loan,11,252,385.38,97115.76,3,0,2021,12,10
69,male,north jacobburgh,checking,28,95,802.55,76242.25,3,1,2024,7,20
53,female,johnstonville,checking,13,262,243.45,63783.9,7,0,2021,10,2
46,male,north jacqueline,loan,11,128,12.18,1559.04,2,1,2024,12,20
26,male,south brianville,savings,7,373,322.68,120359.64,10,0,2024,10,29
36,male,port carla,savings,27,61,182.04,11104.44,10,1,2020,10,15
52,male,smithfurt,loan,26,303,156.28,47352.84,4,1,2021,2,28
18,female,haastown,savings,22,257,760.69,195497.33,10,0,2023,5,28
43,female,port andreaberg,savings,27,25,666.85,16671.25,5,0,2022,7,6
68,female,east sethton,savings,23,344,512.54,176313.76,8,1,2023,6,10
50,male,north christina,loan,23,477,813.87,388215.99,3,0,2020,10,2
34,male,new richard,savings,25,51,413.54,21090.54,8,1,2023,6,13
69,female,east stevenview,savings,18,270,909.29,245508.3,8,1,2024,2,17
64,male,north kathleentown,savings,5,153,105.92,16205.76,7,1,2023,6,24
52,male,port gary,checking,3,282,439.36,123899.52,6,1,2020,10,13
64,male,edwardside,savings,18,188,643.5,120978.0,7,1,2021,2,21
24,male,south nathanielburgh,savings,15,428,797.81,341462.68,6,0,2022,6,15
52,male,smithside,loan,5,500,12.0,6000.0,8,0,2025,6,5
24,female,westville,savings,5,261,641.98,167556.78,7,1,2020,12,15
54,male,south robert,checking,3,32,472.13,15108.16,10,0,2023,2,7
43,female,north charleschester,savings,27,248,367.2,91065.6,4,1,2022,12,14
49,female,meganchester,checking,24,181,639.23,115700.63,2,1,2022,12,19
37,male,catherineport,savings,9,138,505.65,69779.7,2,1,2020,12,25
41,female,cindyburgh,savings,2,269,744.72,200329.68,10,1,2021,7,20
20,female,west jenniferview,loan,29,448,375.95,168425.6,10,0,2021,4,3
44,male,angelabury,savings,30,55,894.95,49222.25,7,1,2022,9,18
66,female,jenkinsbury,loan,15,425,790.12,335801.0,4,1,2022,5,28
33,female,new mario,checking,24,88,854.45,75191.6,5,1,2022,12,28
55,female,henrymouth,savings,9,248,43.21,10716.08,6,0,2022,1,30
32,male,south stacey,savings,27,119,720.85,85781.15,2,0,2021,9,4
60,female,west kathrynhaven,savings,23,256,875.23,224058.88,4,1,2024,11,5
42,female,new jessica,checking,5,43,688.8,29618.4,4,0,2025,5,9
51,female,west ronaldville,savings,2,211,419.99,88617.89,8,0,2024,1,20
55,female,west lindachester,savings,16,401,432.31,173356.31,5,1,2023,5,27
22,female,brittanyfurt,checking,22,397,667.9,265156.3,0,1,2024,1,24
23,female,west alejandra,checking,8,138,577.72,79725.36,10,1,2020,8,31
50,female,lake erin,savings,23,300,209.44,62832.0,4,0,2020,1,6
40,male,sanchezville,loan,27,69,648.67,44758.23,1,0,2023,4,15
24,female,east jessica,savings,7,132,962.05,126990.6,9,1,2023,4,9
29,male,stephenport,savings,26,448,935.3,419014.4,3,1,2021,5,7
20,female,jessicamouth,checking,27,58,413.24,23967.92,4,0,2020,9,1
35,male,thomasside,savings,15,53,716.88,37994.64,2,0,2024,3,17
32,female,port teresa,loan,10,345,551.59,190298.55,5,1,2021,6,11
56,male,kevinhaven,savings,2,112,197.56,22126.72,8,1,2023,4,8
36,male,lake russell,loan,20,454,675.52,306686.08,3,1,2024,8,28
50,female,south tracyfort,savings,22,462,262.08,121080.96,3,1,2023,7,23
28,female,alexandriaville,savings,3,358,37.83,13543.14,4,0,2024,12,5
32,male,simmonsport,savings,24,345,49.49,17074.05,1,1,2022,3,8
18,male,east christopher,savings,21,63,347.62,21900.06,2,1,2023,5,5
58,female,south isabella,checking,15,427,370.89,158370.03,6,1,2025,5,14
49,male,port oscar,savings,4,55,312.72,17199.6,9,0,2022,6,21
49,male,stricklandshire,savings,3,13,414.78,5392.14,1,0,2025,3,31
31,female,jessicaport,savings,2,247,370.41,91491.27,0,1,2021,8,1
35,male,port steven,loan,30,77,930.88,71677.76,9,0,2024,3,10
45,female,alyssamouth,savings,20,308,131.68,40557.44,6,1,2022,6,6
18,female,feliciahaven,checking,20,364,370.11,134720.04,0,0,2022,8,20
60,female,north christopherside,savings,21,379,920.47,348858.13,7,0,2021,6,11
34,male,north john,checking,23,472,160.51,75760.72,2,1,2020,10,7
40,male,south jamesside,loan,27,302,272.08,82168.16,9,1,2025,2,24
58,male,west tiffany,savings,9,135,239.67,32355.45,4,0,2020,3,24
33,male,bowenburgh,savings,17,170,532.69,90557.3,3,0,2024,9,24
66,female,port jill,loan,6,159,969.14,154093.26,8,1,2022,11,20
61,female,east shannon,checking,7,266,544.81,144919.46,7,1,2024,5,5
57,female,west paula,checking,24,221,31.72,7010.12,3,1,2021,7,12
21,male,south angela,loan,19,440,654.22,287856.8,5,1,2022,1,5
56,male,kathytown,checking,8,475,416.27,197728.25,0,1,2023,1,16
45,female,north sandraview,savings,13,492,39.75,19557.0,1,0,2022,5,6
26,male,lake lori,loan,11,305,498.4,152012.0,8,0,2022,1,20
20,female,patriciaton,savings,7,218,916.41,199777.38,9,0,2024,1,20
68,female,new jacobport,loan,30,217,280.55,60879.35,4,1,2023,2,11
52,female,matthewfort,loan,4,315,58.7,18490.5,6,1,2020,8,23
52,female,lisastad,savings,7,299,981.33,293417.67,7,1,2022,8,9
58,female,lake george,savings,6,212,38.5,8162.0,0,0,2021,1,27
62,male,amandastad,savings,2,485,616.05,298784.25,8,1,2025,4,8
22,female,north stephanieport,loan,5,368,300.6,110620.8,9,1,2023,8,7
38,female,brandonside,savings,9,133,959.07,127556.31,6,1,2021,6,18
36,male,south sarahton,loan,3,498,634.79,316125.42,6,1,2022,9,19
35,female,west lisa,savings,28,154,533.12,82100.48,3,0,2020,6,27
52,female,guerraburgh,loan,2,202,798.55,161307.1,4,0,2022,7,18
46,male,jessicaburgh,savings,20,20,151.6,3032.0,8,1,2022,9,9
45,female,south donaldtown,savings,11,138,720.46,99423.48,2,1,2025,2,26
51,male,west cherylberg,loan,5,297,18.07,5366.79,4,0,2020,7,3
35,male,mackside,loan,26,119,61.51,7319.69,0,1,2025,7,21
29,male,east jennifer,savings,22,233,102.88,23971.04,2,1,2022,10,18
43,male,derrickbury,loan,12,116,836.37,97018.92,7,0,2024,11,12
32,female,new patrickview,savings,5,450,243.66,109647.0,4,1,2024,10,30
61,male,bowenshire,savings,4,73,274.72,20054.56,10,0,2021,3,17
64,male,west johnburgh,savings,22,83,374.62,31093.46,0,0,2024,8,16
55,female,south michael,savings,25,396,108.53,42977.88,10,0,2024,11,30
41,male,bradleychester,checking,11,389,882.0,343098.0,1,0,2022,3,26
52,female,danaburgh,savings,19,314,397.83,124918.62,10,0,2022,2,15
49,male,new victoria,checking,15,71,17.97,1275.87,6,1,2023,5,11
23,male,parksfurt,savings,26,378,792.92,299723.76,2,1,2022,8,17
48,female,north timothy,loan,8,462,517.2,238946.4,1,0,2025,3,17
35,female,singhton,checking,1,137,363.34,49777.58,7,0,2025,2,27
48,male,powellberg,savings,11,238,21.18,5040.84,8,0,2023,6,21
57,male,denisebury,savings,4,438,261.0,114318.0,4,1,2021,10,24
57,male,west madelineland,loan,22,395,420.88,166247.6,0,1,2021,12,20
50,male,lake kristi,savings,19,337,523.77,176510.49,8,0,2021,7,29
52,female,wilsonbury,savings,23,315,13.85,4362.75,7,0,2025,6,4
70,female,rachelburgh,loan,30,330,833.41,275025.3,7,1,2022,1,22
37,female,south reneebury,savings,28,112,353.99,39646.88,0,0,2024,8,16
54,male,new monicastad,savings,30,198,975.11,193071.78,1,0,2022,5,13
19,male,josephview,savings,24,351,171.37,60150.87,2,0,2024,9,11
43,male,jonesport,checking,18,452,748.89,338498.28,2,0,2024,3,21
33,male,johnbury,savings,12,464,662.64,307464.96,1,0,2020,6,22
46,female,mollyhaven,savings,13,213,409.16,87151.08,3,1,2020,12,4
33,female,port cynthia,loan,24,157,89.47,14046.79,4,0,2020,1,7
54,female,port lee,checking,9,99,323.77,32053.23,6,0,2020,11,12
44,female,north paul,savings,21,173,843.28,145887.44,4,0,2023,9,3
39,female,wileyberg,savings,3,308,97.17,29928.36,6,0,2022,2,6
18,female,jodiport,savings,2,32,980.27,31368.64,2,0,2022,2,15
20,female,port vincent,loan,1,440,399.73,175881.2,3,0,2022,1,14
48,female,north tylerstad,savings,30,158,688.47,108778.26,1,0,2023,5,16
49,male,hoffmanborough,savings,5,85,315.24,26795.4,7,0,2021,3,29
51,male,east rachelfurt,savings,15,313,757.94,237235.22,2,0,2024,11,28
60,female,south seanside,savings,15,214,985.31,210856.34,9,1,2021,12,26
60,male,south jayfurt,loan,3,88,233.25,20526.0,5,0,2021,5,13
60,female,kelleyshire,loan,18,168,120.13,20181.84,6,0,2021,6,15
53,female,smithburgh,savings,11,115,506.29,58223.35,3,1,2021,6,29
47,female,east samanthaton,loan,15,417,358.52,149502.84,4,0,2020,12,26
36,female,perezmouth,checking,1,362,973.24,352312.88,9,0,2024,5,30
50,male,north loganport,loan,6,442,81.94,36217.48,5,0,2023,2,15
27,male,thomasmouth,savings,15,435,905.82,394031.7,9,1,2023,2,25
41,female,lake meghanland,savings,6,410,470.06,192724.6,3,0,2025,7,21
33,female,lake alex,savings,28,161,204.65,32948.65,7,1,2021,12,22
43,female,east amandashire,checking,15,405,853.6,345708.0,7,0,2020,10,14
31,male,vincentport,savings,21,18,620.3,11165.4,9,1,2023,3,15
46,female,west kimberly,savings,7,263,298.18,78421.34,10,1,2022,8,3
42,female,north todd,loan,20,67,217.5,14572.5,5,1,2021,6,17
69,female,north derekmouth,savings,7,332,492.7,163576.4,0,0,2022,10,31
19,female,amymouth,loan,4,438,869.21,380713.98,4,1,2021,8,24
68,female,martinezmouth,savings,3,214,976.94,209065.16,6,1,2024,5,15
27,male,west jamesmouth,loan,8,392,432.2,169422.4,4,0,2021,5,5
38,female,brooksshire,loan,29,182,854.44,155508.08,9,1,2024,1,25
32,male,south sarahview,checking,23,425,445.64,189397.0,2,0,2020,2,21
57,male,ryanshire,checking,16,353,414.65,146371.45,8,1,2022,1,5
41,female,north theresa,savings,19,441,17.16,7567.56,2,1,2023,10,26
21,male,jamesmouth,savings,11,88,705.66,62098.08,6,1,2023,10,14
49,female,smithbury,savings,23,288,649.97,187191.36,9,1,2021,6,29
69,male,new thomas,loan,15,427,192.51,82201.77,2,0,2025,7,14
31,female,lopezport,savings,29,62,821.95,50960.9,4,0,2023,7,21
50,female,richardstown,savings,6,337,363.02,122337.74,2,1,2022,9,23
40,male,south christineton,loan,25,329,56.4,18555.6,4,0,2024,6,6
32,male,nguyenmouth,savings,3,131,234.56,30727.36,3,0,2021,4,21
65,male,north ryan,savings,10,107,746.28,79851.96,10,0,2021,3,12
41,male,brandonview,checking,12,276,228.29,63008.04,10,0,2022,2,23
50,female,east toni,checking,1,432,660.1,285163.2,4,0,2020,4,1
58,female,gordonberg,checking,6,498,793.69,395257.62,10,0,2025,1,28
67,female,port jenniferfort,checking,2,114,577.57,65842.98,7,0,2023,7,31
42,female,north carlos,savings,7,451,126.82,57195.82,9,0,2022,12,18
30,female,port franciscoburgh,checking,17,449,566.0,254134.0,1,0,2024,6,19
29,female,theresaview,savings,3,346,754.62,261098.52,8,0,2023,9,24
30,female,leehaven,savings,12,56,330.97,18534.32,5,1,2021,11,13
28,male,port timothymouth,savings,12,313,967.76,302908.88,10,0,2025,3,18
41,female,port stephen,savings,29,88,812.55,71504.4,2,1,2022,6,7
44,female,lake teresa,loan,3,62,811.65,50322.3,4,0,2025,6,22
49,female,south christopherburgh,checking,6,70,482.75,33792.5,5,0,2025,1,28
42,female,lake marcstad,savings,29,114,760.65,86714.1,9,1,2022,12,29
44,female,west andrew,savings,1,340,573.83,195102.2,3,0,2023,2,21
19,female,port karen,checking,2,51,764.79,39004.29,5,1,2025,7,12
18,female,port wendy,loan,13,100,926.02,92602.0,1,1,2023,6,18
20,female,new jason,savings,1,480,367.44,176371.2,0,1,2021,4,30
50,female,kristenberg,savings,1,28,245.31,6868.68,0,0,2020,5,17
29,female,rangelport,savings,22,419,607.75,254647.25,7,1,2024,6,2
42,female,gonzalezmouth,savings,13,474,121.04,57372.96,5,1,2020,10,13
70,female,south amy,loan,30,99,947.65,93817.35,0,0,2022,6,7
42,female,west ashley,loan,28,362,682.54,247079.48,5,1,2021,4,18
23,female,chadburgh,checking,28,175,354.9,62107.5,2,0,2024,4,5
54,female,lake josephstad,savings,11,375,207.98,77992.5,1,1,2024,6,1
68,female,west deborah,checking,4,152,384.48,58440.96,1,1,2023,11,18
26,male,north claudia,savings,23,64,870.3,55699.2,2,0,2025,7,6
57,female,rosstown,savings,23,41,823.11,33747.51,10,0,2020,10,1
30,male,cooperland,savings,2,139,98.07,13631.73,3,0,2024,2,17
69,female,new michael,loan,21,43,818.33,35188.19,5,1,2021,3,28
50,female,north joseph,savings,2,462,920.6,425317.2,8,0,2023,12,10
64,female,port jennifer,checking,15,94,554.18,52092.92,9,1,2022,6,30
38,female,north christyfurt,savings,30,185,128.32,23739.2,8,1,2020,5,22
61,female,berrytown,checking,4,413,682.36,281814.68,2,1,2022,4,1
29,male,laurenchester,savings,27,45,421.07,18948.15,2,0,2025,4,20
50,female,jaredberg,checking,29,376,667.6,251017.6,10,1,2021,1,13
29,male,sarahview,loan,18,457,436.54,199498.78,9,1,2023,7,18
36,female,kellyton,savings,14,467,671.64,313655.88,8,0,2024,12,31
53,male,east ashleyside,loan,10,421,880.15,370543.15,8,0,2023,8,18
28,female,millerburgh,savings,20,367,487.87,179048.29,10,0,2023,4,23
54,female,north christina,checking,26,211,38.75,8176.25,10,0,2025,4,8
24,male,sharpton,savings,27,78,534.82,41715.96,1,0,2023,2,5
23,female,williamstad,savings,21,48,485.21,23290.08,6,1,2022,6,19
39,male,elizabethborough,savings,28,422,205.57,86750.54,9,0,2025,1,29
65,female,east allison,savings,16,245,195.91,47997.95,4,1,2023,5,20
44,female,danielside,loan,7,184,514.26,94623.84,6,0,2020,2,18
22,female,stacyport,savings,29,146,426.7,62298.2,6,0,2022,7,16
48,female,robertport,savings,6,285,959.71,273517.35,6,1,2022,7,3
23,female,lake wendyton,loan,22,39,723.52,28217.28,5,1,2022,6,19
29,female,north paul,savings,23,344,146.83,50509.52,8,1,2021,12,6
38,female,west meghan,checking,18,479,240.79,115338.41,8,1,2023,3,1
59,male,north andrea,savings,24,334,483.22,161395.48,3,1,2020,11,30
32,female,lake samanthahaven,savings,6,127,915.88,116316.76,2,0,2021,5,11
30,female,north thomasfurt,loan,27,73,142.02,10367.46,4,0,2023,4,23
22,female,lake marthachester,savings,8,36,343.41,12362.76,4,1,2021,12,20
64,female,davidbury,savings,6,333,381.63,127082.79,2,0,2023,6,16
54,male,north whitneyfurt,savings,16,464,289.24,134207.36,7,1,2020,9,27
28,female,east michael,savings,14,17,377.68,6420.56,3,1,2023,10,24
43,female,east jamie,checking,30,104,996.33,103618.32,9,0,2023,11,15
24,female,port erinshire,savings,11,413,574.47,237256.11,6,0,2020,5,12
33,female,marshmouth,savings,3,296,817.68,242033.28,3,0,2022,9,23
57,female,smithborough,loan,4,14,59.54,833.56,5,0,2024,3,22
38,female,hatfieldside,loan,26,494,781.51,386065.94,3,1,2023,6,11
25,female,north christopherberg,savings,7,294,287.74,84595.56,9,0,2021,3,2
30,male,hopkinsmouth,loan,20,152,312.36,47478.72,10,0,2023,9,26
68,male,lisaside,checking,9,163,345.54,56323.02,2,1,2024,7,10
20,male,lake madeline,savings,25,338,271.0,91598.0,9,1,2025,7,21
52,male,mcconnellview,checking,22,66,784.05,51747.3,10,0,2024,5,13
49,female,north elizabeth,savings,17,470,832.35,391204.5,9,1,2021,6,7
66,female,mccarthyton,loan,8,93,809.67,75299.31,8,0,2021,6,24
38,female,millerstad,savings,11,64,372.1,23814.4,5,0,2024,12,12
24,female,grahammouth,checking,17,85,869.75,73928.75,1,0,2021,7,14
39,female,lake joyce,checking,26,110,19.83,2181.3,6,1,2024,12,5
18,male,lake karen,savings,10,355,529.36,187922.8,2,1,2024,10,17
48,male,new territown,savings,5,309,468.77,144849.93,9,1,2020,7,28
63,female,west dianeville,checking,13,12,440.83,5289.96,9,1,2021,7,18
37,female,deannaton,savings,22,289,664.4,192011.6,6,1,2022,7,8
65,female,michaelmouth,savings,5,109,37.44,4080.96,3,1,2020,11,4
45,female,joshualand,loan,18,149,558.94,83282.06,3,0,2022,3,13
65,male,jonesmouth,savings,12,206,795.95,163965.7,0,0,2020,12,17
68,female,moorebury,loan,17,185,586.13,108434.05,3,1,2022,9,3
31,male,north justinstad,loan,22,97,807.71,78347.87,0,1,2020,6,9
20,female,mullenville,savings,21,80,295.65,23652.0,6,1,2021,9,25
33,female,north mark,checking,15,316,116.06,36674.96,3,1,2024,8,24
68,female,duncanton,savings,17,92,738.48,67940.16,10,1,2024,9,17
43,female,kylemouth,checking,20,108,457.17,49374.36,4,1,2024,9,23
32,male,west joshuashire,loan,17,381,419.87,159970.47,2,1,2020,11,12
20,female,south jordanville,checking,9,37,756.94,28006.78,3,0,2021,6,15
58,female,new lisa,loan,23,136,353.13,48025.68,5,1,2023,4,2
36,female,north katrina,loan,28,309,633.48,195745.32,3,1,2024,2,22
52,female,sullivanside,savings,22,51,507.79,25897.29,5,1,2021,5,13
61,female,cooperborough,savings,14,120,700.54,84064.8,8,0,2021,7,29
19,male,new jeffrey,loan,5,330,488.15,161089.5,10,1,2024,2,28
40,female,michaelburgh,savings,3,13,709.53,9223.89,0,1,2024,9,8
65,female,port james,savings,19,343,950.86,326144.98,5,0,2023,12,2
55,male,jonathonmouth,savings,10,419,388.28,162689.32,5,0,2025,2,15
39,female,new misty,checking,1,495,384.32,190238.4,9,0,2020,7,23
64,female,lake michealmouth,savings,8,304,702.11,213441.44,2,1,2023,1,20
70,female,simmonsfort,savings,11,367,382.14,140245.38,7,0,2020,8,29
70,male,wolfeside,savings,16,205,930.25,190701.25,4,0,2022,3,3
61,female,south lisastad,savings,29,283,554.89,157033.87,1,1,2020,10,9
30,female,north barbaraborough,checking,19,306,100.75,30829.5,3,1,2020,1,31
39,female,johnathanfurt,loan,5,240,829.21,199010.4,8,0,2021,5,18
37,female,watsonfurt,checking,21,242,477.38,115525.96,5,1,2023,12,26
37,female,jonesberg,loan,25,114,535.16,61008.24,9,1,2024,6,18
41,female,williamschester,checking,13,420,564.07,236909.4,2,0,2021,1,5
48,male,east kara,loan,5,276,141.26,38987.76,4,0,2022,7,11
58,male,castillofurt,savings,18,157,915.24,143692.68,8,1,2022,4,10
38,male,smithside,checking,28,333,450.55,150033.15,6,0,2023,8,15
49,male,brandyborough,checking,10,345,841.3,290248.5,5,1,2022,12,18
24,female,port kennethfort,checking,1,272,203.13,55251.36,2,1,2024,12,21
42,female,gonzalezville,loan,19,324,87.86,28466.64,5,0,2021,1,3
39,female,west joseph,savings,25,487,253.52,123464.24,9,1,2022,6,3
43,female,nicoletown,checking,30,382,982.6,375353.2,2,1,2023,12,23
